co,no,no2,o3,so2,pm2_5,pm10,nh3,datetime,lat,lon,aqi,id
410.56,1.9,41.47,7.78,4.71,9.9,15.92,1.44,2020-11-27 00:00:00,41.8798,-87.6285,2,0
377.18,0.72,35.99,12.52,4.65,8.53,13.4,0.97,2020-11-27 01:00:00,41.8798,-87.6285,1,1
347.14,0.34,31.19,16.81,4.59,7.75,11.57,0.71,2020-11-27 02:00:00,41.8798,-87.6285,1,2
337.12,0.27,29.47,17.88,4.53,7.76,10.98,0.64,2020-11-27 03:00:00,41.8798,-87.6285,1,3
337.12,0.31,29.47,16.63,4.65,8.2,11.27,0.64,2020-11-27 04:00:00,41.8798,-87.6285,1,4
343.8,0.47,31.19,13.77,5.13,9.09,12.33,0.68,2020-11-27 05:00:00,41.8798,-87.6285,1,5
353.81,0.81,33.59,10.19,5.42,10.11,13.61,0.73,2020-11-27 06:00:00,41.8798,-87.6285,2,6
373.84,2.1,37.01,5.59,5.6,11.51,15.54,0.91,2020-11-27 07:00:00,41.8798,-87.6285,2,7
453.95,11.85,41.81,0.63,6.14,15.21,21.12,1.79,2020-11-27 08:00:00,41.8798,-87.6285,2,8
574.11,29.95,44.55,0.2,7.57,19.73,27.88,2.88,2020-11-27 09:00:00,41.8798,-87.6285,2,9
640.87,40.68,45.93,1.25,10.25,21.96,31.8,3.45,2020-11-27 10:00:00,41.8798,-87.6285,3,10
567.44,30.4,45.24,3.0,14.07,20.18,29.29,2.95,2020-11-27 11:00:00,41.8798,-87.6285,3,11
534.06,26.6,45.93,3.84,15.97,19.48,28.15,2.72,2020-11-27 12:00:00,41.8798,-87.6285,2,12
527.38,27.49,45.93,3.44,16.93,19.42,27.72,2.76,2020-11-27 13:00:00,41.8798,-87.6285,2,13
433.92,12.63,39.76,15.2,11.8,17.89,23.37,1.81,2020-11-27 14:00:00,41.8798,-87.6285,2,14
380.52,7.82,29.47,30.76,8.7,16.56,20.47,1.6,2020-11-27 15:00:00,41.8798,-87.6285,2,15
353.81,5.31,26.73,37.55,7.87,14.31,17.5,1.69,2020-11-27 16:00:00,41.8798,-87.6285,2,16
370.5,2.38,33.93,32.54,7.87,14.29,17.56,2.22,2020-11-27 17:00:00,41.8798,-87.6285,2,17
413.9,0.56,45.93,19.31,8.11,15.03,18.86,2.91,2020-11-27 18:00:00,41.8798,-87.6285,2,18
433.92,0.82,50.72,16.09,7.03,13.63,17.45,3.04,2020-11-27 19:00:00,41.8798,-87.6285,2,19
433.92,0.84,51.41,16.27,6.2,12.46,16.3,3.07,2020-11-27 20:00:00,41.8798,-87.6285,2,20
433.92,0.85,50.72,16.09,6.02,12.06,16.09,3.33,2020-11-27 21:00:00,41.8798,-87.6285,2,21
420.57,0.6,47.3,18.6,5.78,10.9,14.87,3.33,2020-11-27 22:00:00,41.8798,-87.6285,2,22
410.56,0.48,45.24,20.74,5.54,10.07,14.14,3.2,2020-11-27 23:00:00,41.8798,-87.6285,2,23
403.88,0.4,44.55,21.64,5.6,9.36,13.36,2.98,2020-11-28 00:00:00,41.8798,-87.6285,2,24
373.84,0.17,39.41,25.75,5.84,7.61,10.85,2.57,2020-11-28 01:00:00,41.8798,-87.6285,1,25
343.8,0.08,32.56,30.04,5.72,6.21,8.75,2.63,2020-11-28 02:00:00,41.8798,-87.6285,1,26
330.45,0.08,29.13,30.04,5.13,5.84,8.23,2.76,2020-11-28 03:00:00,41.8798,-87.6285,1,27
327.11,0.11,28.45,27.54,4.95,6.0,8.54,2.79,2020-11-28 04:00:00,41.8798,-87.6285,1,28
327.11,0.14,28.45,25.03,5.07,6.19,8.9,2.85,2020-11-28 05:00:00,41.8798,-87.6285,1,29
320.44,0.17,27.42,24.32,5.36,6.12,8.87,2.88,2020-11-28 06:00:00,41.8798,-87.6285,1,30
320.44,0.24,27.76,22.89,5.66,6.29,9.15,3.07,2020-11-28 07:00:00,41.8798,-87.6285,1,31
360.49,0.96,34.96,15.2,5.96,7.99,11.87,3.9,2020-11-28 08:00:00,41.8798,-87.6285,1,32
413.9,4.86,41.13,9.39,6.32,9.64,14.75,4.62,2020-11-28 09:00:00,41.8798,-87.6285,2,33
420.57,11.96,33.59,19.85,6.56,9.42,14.87,3.9,2020-11-28 10:00:00,41.8798,-87.6285,1,34
377.18,11.62,25.71,32.54,7.45,7.95,12.84,3.23,2020-11-28 11:00:00,41.8798,-87.6285,1,35
347.14,10.39,21.94,39.7,8.46,7.21,11.43,2.69,2020-11-28 12:00:00,41.8798,-87.6285,1,36
317.1,8.72,19.36,44.35,9.66,6.51,10.05,2.25,2020-11-28 13:00:00,41.8798,-87.6285,1,37
277.04,5.53,15.42,52.21,10.85,5.5,7.94,1.63,2020-11-28 14:00:00,41.8798,-87.6285,1,38
270.37,4.53,15.59,53.64,10.61,5.36,7.57,1.5,2020-11-28 15:00:00,41.8798,-87.6285,1,39
270.37,3.07,17.14,51.5,9.42,4.89,7.17,1.57,2020-11-28 16:00:00,41.8798,-87.6285,1,40
273.71,1.2,21.08,46.49,9.54,4.31,6.6,1.66,2020-11-28 17:00:00,41.8798,-87.6285,1,41
283.72,0.04,24.68,40.77,9.54,3.82,6.1,1.76,2020-11-28 18:00:00,41.8798,-87.6285,1,42
287.06,0.03,25.36,39.34,8.58,3.64,5.82,1.81,2020-11-28 19:00:00,41.8798,-87.6285,1,43
287.06,0.03,25.02,39.34,7.87,3.94,6.18,1.87,2020-11-28 20:00:00,41.8798,-87.6285,1,44
283.72,0.03,22.96,41.49,7.27,4.05,6.33,1.81,2020-11-28 21:00:00,41.8798,-87.6285,1,45
273.71,0.02,19.71,44.35,6.74,4.07,6.15,1.58,2020-11-28 22:00:00,41.8798,-87.6285,1,46
267.03,0.01,17.65,46.49,6.2,4.01,5.95,1.39,2020-11-28 23:00:00,41.8798,-87.6285,1,47
267.03,0.01,17.48,45.42,5.78,4.02,5.88,1.27,2020-11-29 00:00:00,41.8798,-87.6285,1,48
257.02,0.01,15.94,45.78,5.72,3.84,5.39,1.01,2020-11-29 01:00:00,41.8798,-87.6285,1,49
253.68,0.01,15.08,45.06,5.48,3.69,5.02,0.88,2020-11-29 02:00:00,41.8798,-87.6285,1,50
253.68,0.01,14.4,44.35,5.01,3.69,5.01,0.78,2020-11-29 03:00:00,41.8798,-87.6285,1,51
250.34,0.01,14.05,43.99,4.65,3.77,5.1,0.7,2020-11-29 04:00:00,41.8798,-87.6285,1,52
253.68,0.01,14.05,43.63,4.59,3.81,5.2,0.66,2020-11-29 05:00:00,41.8798,-87.6285,1,53
253.68,0.01,14.22,43.27,4.65,3.83,5.27,0.63,2020-11-29 06:00:00,41.8798,-87.6285,1,54
257.02,0.02,15.08,42.2,4.83,4.18,5.72,0.61,2020-11-29 07:00:00,41.8798,-87.6285,1,55
280.38,0.06,20.05,36.84,5.31,5.39,7.52,0.84,2020-11-29 08:00:00,41.8798,-87.6285,1,56
307.08,0.43,26.05,31.11,6.2,6.67,9.46,1.14,2020-11-29 09:00:00,41.8798,-87.6285,1,57
317.1,1.93,27.08,31.47,7.15,7.35,10.42,1.27,2020-11-29 10:00:00,41.8798,-87.6285,1,58
313.76,2.99,25.36,34.69,7.75,7.37,10.47,1.3,2020-11-29 11:00:00,41.8798,-87.6285,1,59
310.42,4.36,23.65,36.84,8.35,7.3,10.42,1.39,2020-11-29 12:00:00,41.8798,-87.6285,1,60
307.08,5.25,22.28,38.98,9.18,6.99,10.07,1.44,2020-11-29 13:00:00,41.8798,-87.6285,1,61
293.73,3.74,21.59,44.7,9.06,6.56,9.35,1.28,2020-11-29 14:00:00,41.8798,-87.6285,1,62
297.07,2.4,24.68,41.84,8.35,6.71,9.55,1.49,2020-11-29 15:00:00,41.8798,-87.6285,1,63
310.42,1.27,29.13,33.98,7.57,6.97,9.99,1.9,2020-11-29 16:00:00,41.8798,-87.6285,1,64
330.45,0.57,32.9,27.18,7.09,7.39,10.39,2.41,2020-11-29 17:00:00,41.8798,-87.6285,1,65
340.46,0.14,33.24,27.9,6.5,8.31,11.18,2.5,2020-11-29 18:00:00,41.8798,-87.6285,1,66
340.46,0.08,30.16,32.9,5.42,8.45,11.14,2.34,2020-11-29 19:00:00,41.8798,-87.6285,1,67
310.42,0.03,23.65,41.84,4.71,6.52,8.77,2.09,2020-11-29 20:00:00,41.8798,-87.6285,1,68
280.38,0.01,17.48,50.78,3.99,3.46,5.22,1.74,2020-11-29 21:00:00,41.8798,-87.6285,1,69
257.02,0.01,14.05,52.21,3.87,1.92,3.37,1.33,2020-11-29 22:00:00,41.8798,-87.6285,1,70
243.66,0.0,12.0,55.08,3.87,1.37,2.66,1.0,2020-11-29 23:00:00,41.8798,-87.6285,1,71
233.65,0.0,10.11,57.94,3.82,1.01,2.13,0.77,2020-11-30 00:00:00,41.8798,-87.6285,1,72
223.64,0.0,7.71,57.94,3.49,0.63,1.51,0.53,2020-11-30 01:00:00,41.8798,-87.6285,1,73
223.64,0.0,7.37,54.36,3.46,0.56,1.36,0.45,2020-11-30 02:00:00,41.8798,-87.6285,1,74
226.97,0.0,7.03,52.93,3.34,0.54,1.32,0.4,2020-11-30 03:00:00,41.8798,-87.6285,1,75
226.97,0.0,6.6,54.36,3.4,0.5,1.32,0.36,2020-11-30 04:00:00,41.8798,-87.6285,1,76
230.31,0.0,6.17,59.37,3.31,0.5,1.32,0.32,2020-11-30 05:00:00,41.8798,-87.6285,1,77
226.97,0.0,5.91,65.8,3.25,0.5,1.37,0.32,2020-11-30 06:00:00,41.8798,-87.6285,1,78
226.97,0.0,6.34,70.81,3.31,0.51,1.47,0.34,2020-11-30 07:00:00,41.8798,-87.6285,1,79
230.31,0.0,8.23,70.81,3.37,0.78,1.96,0.47,2020-11-30 08:00:00,41.8798,-87.6285,1,80
240.33,0.01,11.14,65.09,3.93,1.08,2.48,0.63,2020-11-30 09:00:00,41.8798,-87.6285,1,81
243.66,0.09,13.02,60.08,4.77,1.26,2.8,0.73,2020-11-30 10:00:00,41.8798,-87.6285,1,82
243.66,0.28,14.22,57.22,5.54,1.42,3.02,0.82,2020-11-30 11:00:00,41.8798,-87.6285,1,83
243.66,0.49,14.22,55.79,5.9,1.42,2.97,0.83,2020-11-30 12:00:00,41.8798,-87.6285,1,84
240.33,0.62,13.71,55.08,5.96,1.33,2.82,0.78,2020-11-30 13:00:00,41.8798,-87.6285,1,85
240.33,0.57,13.54,55.08,5.72,1.29,2.75,0.78,2020-11-30 14:00:00,41.8798,-87.6285,1,86
240.33,0.39,13.37,55.08,5.42,1.22,2.67,0.79,2020-11-30 15:00:00,41.8798,-87.6285,1,87
240.33,0.18,13.2,55.08,5.31,1.15,2.52,0.77,2020-11-30 16:00:00,41.8798,-87.6285,1,88
240.33,0.05,12.85,57.22,5.19,1.07,2.38,0.76,2020-11-30 17:00:00,41.8798,-87.6285,1,89
243.66,0.01,13.71,57.22,5.31,1.12,2.39,0.82,2020-11-30 18:00:00,41.8798,-87.6285,1,90
250.34,0.01,15.08,57.22,5.31,1.26,2.53,0.92,2020-11-30 19:00:00,41.8798,-87.6285,1,91
253.68,0.01,16.11,56.51,5.19,1.68,3.05,1.03,2020-11-30 20:00:00,41.8798,-87.6285,1,92
260.35,0.01,16.79,55.79,5.01,2.08,3.57,1.16,2020-11-30 21:00:00,41.8798,-87.6285,1,93
263.69,0.01,16.45,56.51,4.71,2.22,3.71,1.2,2020-11-30 22:00:00,41.8798,-87.6285,1,94
263.69,0.01,15.77,57.94,4.35,2.32,3.84,1.24,2020-11-30 23:00:00,41.8798,-87.6285,1,95
257.02,0.01,14.4,59.37,4.11,2.07,3.45,1.14,2020-12-01 00:00:00,41.8798,-87.6285,1,96
243.66,0.0,11.65,61.51,4.05,1.43,2.51,0.91,2020-12-01 01:00:00,41.8798,-87.6285,1,97
236.99,0.0,10.11,63.66,3.93,1.17,2.17,0.85,2020-12-01 02:00:00,41.8798,-87.6285,1,98
233.65,0.0,9.6,63.66,3.79,1.14,2.09,0.86,2020-12-01 03:00:00,41.8798,-87.6285,1,99
236.99,0.0,9.6,63.66,3.82,1.15,2.06,0.89,2020-12-01 04:00:00,41.8798,-87.6285,1,100
236.99,0.0,9.77,63.66,3.93,1.17,2.04,0.92,2020-12-01 05:00:00,41.8798,-87.6285,1,101
236.99,0.0,10.37,62.23,4.29,1.23,2.09,0.97,2020-12-01 06:00:00,41.8798,-87.6285,1,102
240.33,0.01,11.82,60.08,4.83,1.47,2.45,1.06,2020-12-01 07:00:00,41.8798,-87.6285,1,103
260.35,0.02,16.45,55.79,5.54,2.37,3.78,1.41,2020-12-01 08:00:00,41.8798,-87.6285,1,104
277.04,0.06,21.42,50.78,6.08,3.2,4.99,1.73,2020-12-01 09:00:00,41.8798,-87.6285,1,105
287.06,0.32,23.31,49.35,6.44,3.47,5.4,1.85,2020-12-01 10:00:00,41.8798,-87.6285,1,106
287.06,1.19,22.96,49.35,6.91,3.54,5.57,1.9,2020-12-01 11:00:00,41.8798,-87.6285,1,107
287.06,2.4,21.25,50.78,7.45,3.46,5.45,1.85,2020-12-01 12:00:00,41.8798,-87.6285,1,108
280.38,3.1,19.19,52.21,7.75,3.29,5.13,1.71,2020-12-01 13:00:00,41.8798,-87.6285,1,109
277.04,3.58,17.99,54.36,7.39,3.37,5.14,1.63,2020-12-01 14:00:00,41.8798,-87.6285,1,110
283.72,4.19,18.34,54.36,7.09,3.8,5.68,1.65,2020-12-01 15:00:00,41.8798,-87.6285,1,111
290.39,3.86,21.42,51.5,7.51,4.18,6.2,1.77,2020-12-01 16:00:00,41.8798,-87.6285,1,112
333.79,2.4,33.93,37.91,7.99,5.8,8.55,2.44,2020-12-01 17:00:00,41.8798,-87.6285,1,113
397.21,0.83,52.09,18.77,8.82,8.11,11.92,3.39,2020-12-01 18:00:00,41.8798,-87.6285,2,114
447.27,2.74,62.38,8.32,9.3,10.0,14.56,4.18,2020-12-01 19:00:00,41.8798,-87.6285,2,115
487.33,5.09,66.49,4.07,9.54,12.2,17.64,4.81,2020-12-01 20:00:00,41.8798,-87.6285,2,116
514.03,6.65,69.23,2.57,10.01,14.59,20.78,5.45,2020-12-01 21:00:00,41.8798,-87.6285,2,117
507.36,5.87,67.86,3.04,10.25,15.34,21.77,5.45,2020-12-01 22:00:00,41.8798,-87.6285,2,118
500.68,5.2,66.49,3.53,10.37,16.04,22.64,5.38,2020-12-01 23:00:00,41.8798,-87.6285,2,119
487.33,4.02,65.12,4.51,10.25,15.85,22.28,5.13,2020-12-02 00:00:00,41.8798,-87.6285,2,120
433.92,1.26,57.58,10.82,9.89,12.93,18.19,4.18,2020-12-02 01:00:00,41.8798,-87.6285,2,121
390.53,0.35,47.3,19.49,9.42,10.71,14.98,3.33,2020-12-02 02:00:00,41.8798,-87.6285,2,122
363.83,0.18,41.13,25.03,9.18,9.72,13.53,3.01,2020-12-02 03:00:00,41.8798,-87.6285,2,123
353.81,0.14,38.39,27.54,9.18,9.31,12.88,2.95,2020-12-02 04:00:00,41.8798,-87.6285,1,124
350.48,0.14,38.04,28.25,9.3,9.22,12.69,2.98,2020-12-02 05:00:00,41.8798,-87.6285,1,125
357.15,0.19,39.76,26.46,9.3,9.65,13.21,3.14,2020-12-02 06:00:00,41.8798,-87.6285,1,126
383.85,0.52,45.93,19.67,9.78,11.21,15.32,3.67,2020-12-02 07:00:00,41.8798,-87.6285,2,127
487.33,5.98,61.69,4.69,10.61,16.79,23.17,5.51,2020-12-02 08:00:00,41.8798,-87.6285,2,128
627.52,23.47,68.55,1.65,12.04,22.9,31.55,7.66,2020-12-02 09:00:00,41.8798,-87.6285,3,129
674.25,38.89,62.38,10.28,13.83,24.48,34.06,8.23,2020-12-02 10:00:00,41.8798,-87.6285,3,130
640.87,41.13,52.78,18.42,15.74,22.36,31.71,7.28,2020-12-02 11:00:00,41.8798,-87.6285,3,131
627.52,40.23,48.67,23.25,16.21,22.43,31.78,6.33,2020-12-02 12:00:00,41.8798,-87.6285,3,132
574.11,33.53,46.61,28.97,17.17,21.4,29.94,5.26,2020-12-02 13:00:00,41.8798,-87.6285,3,133
467.3,20.79,41.13,38.98,15.5,16.84,23.5,3.74,2020-12-02 14:00:00,41.8798,-87.6285,2,134
427.25,14.75,37.36,40.77,13.23,13.58,19.25,3.07,2020-12-02 15:00:00,41.8798,-87.6285,2,135
417.23,11.06,40.44,33.98,13.23,12.01,17.45,3.04,2020-12-02 16:00:00,41.8798,-87.6285,2,136
453.95,8.05,53.47,16.99,12.16,12.65,18.68,3.61,2020-12-02 17:00:00,41.8798,-87.6285,2,137
520.71,10.62,65.8,1.14,9.66,14.31,21.5,4.43,2020-12-02 18:00:00,41.8798,-87.6285,2,138
560.76,16.99,63.75,0.15,6.74,14.35,22.18,4.62,2020-12-02 19:00:00,41.8798,-87.6285,2,139
574.11,17.88,59.63,0.13,4.89,14.69,22.87,4.56,2020-12-02 20:00:00,41.8798,-87.6285,2,140
534.06,11.96,56.89,0.77,4.35,14.0,21.82,4.12,2020-12-02 21:00:00,41.8798,-87.6285,2,141
453.95,2.96,50.72,9.66,4.65,11.52,17.74,3.67,2020-12-02 22:00:00,41.8798,-87.6285,2,142
367.17,0.14,35.99,33.26,4.95,8.31,12.79,2.69,2020-12-02 23:00:00,41.8798,-87.6285,1,143
347.14,0.07,32.22,38.98,5.19,7.66,11.6,2.41,2020-12-03 00:00:00,41.8798,-87.6285,1,144
323.77,0.03,28.1,41.13,5.6,7.1,10.19,2.12,2020-12-03 01:00:00,41.8798,-87.6285,1,145
317.1,0.03,26.39,39.7,5.84,7.61,10.07,2.15,2020-12-03 02:00:00,41.8798,-87.6285,1,146
320.44,0.04,26.39,36.12,5.9,8.81,11.16,2.28,2020-12-03 03:00:00,41.8798,-87.6285,1,147
330.45,0.06,27.42,32.9,6.08,10.04,12.43,2.5,2020-12-03 04:00:00,41.8798,-87.6285,2,148
337.12,0.09,28.79,30.04,6.32,11.0,13.47,2.76,2020-12-03 05:00:00,41.8798,-87.6285,2,149
340.46,0.11,29.82,28.25,6.5,11.5,14.03,2.98,2020-12-03 06:00:00,41.8798,-87.6285,2,150
353.81,0.19,32.56,26.11,6.91,12.23,15.0,3.29,2020-12-03 07:00:00,41.8798,-87.6285,2,151
407.22,1.03,42.84,15.74,7.75,15.3,19.27,4.24,2020-12-03 08:00:00,41.8798,-87.6285,2,152
467.3,5.09,50.04,7.15,8.82,18.52,23.96,5.19,2020-12-03 09:00:00,41.8798,-87.6285,2,153
487.33,14.08,41.13,15.02,9.66,19.76,25.85,5.26,2020-12-03 10:00:00,41.8798,-87.6285,2,154
460.63,16.54,30.85,23.6,10.13,19.13,24.92,4.75,2020-12-03 11:00:00,41.8798,-87.6285,2,155
440.6,16.99,26.39,26.82,10.97,18.8,24.32,4.37,2020-12-03 12:00:00,41.8798,-87.6285,2,156
417.23,15.87,24.33,28.61,11.68,18.36,23.38,3.93,2020-12-03 13:00:00,41.8798,-87.6285,2,157
360.49,9.5,21.59,41.13,10.61,16.44,20.25,2.79,2020-12-03 14:00:00,41.8798,-87.6285,2,158
340.46,7.04,21.94,45.78,10.49,16.16,19.45,2.53,2020-12-03 15:00:00,41.8798,-87.6285,2,159
340.46,5.03,25.36,42.2,10.97,16.63,19.86,2.5,2020-12-03 16:00:00,41.8798,-87.6285,2,160
343.8,2.07,30.85,36.84,11.21,16.81,20.05,2.5,2020-12-03 17:00:00,41.8798,-87.6285,2,161
353.81,0.19,35.3,31.11,10.73,16.74,20.11,2.57,2020-12-03 18:00:00,41.8798,-87.6285,2,162
360.49,0.18,35.64,29.33,9.78,16.58,19.97,2.66,2020-12-03 19:00:00,41.8798,-87.6285,2,163
367.17,0.2,35.99,28.61,8.46,16.54,20.2,2.82,2020-12-03 20:00:00,41.8798,-87.6285,2,164
360.49,0.15,33.59,31.11,7.21,16.29,20.14,2.82,2020-12-03 21:00:00,41.8798,-87.6285,2,165
343.8,0.08,29.47,35.76,6.44,15.51,19.17,2.57,2020-12-03 22:00:00,41.8798,-87.6285,2,166
330.45,0.05,26.05,40.05,6.56,14.75,18.08,2.28,2020-12-03 23:00:00,41.8798,-87.6285,2,167
313.76,0.03,23.31,42.2,7.03,14.22,17.06,1.93,2020-12-04 00:00:00,41.8798,-87.6285,2,168
297.07,0.01,19.19,45.06,7.15,13.47,15.59,1.46,2020-12-04 01:00:00,41.8798,-87.6285,2,169
287.06,0.01,16.62,45.78,6.56,13.02,14.69,1.11,2020-12-04 02:00:00,41.8798,-87.6285,2,170
280.38,0.01,15.59,45.42,5.78,12.54,14.07,0.83,2020-12-04 03:00:00,41.8798,-87.6285,2,171
277.04,0.01,14.91,45.06,5.36,12.11,13.6,0.64,2020-12-04 04:00:00,41.8798,-87.6285,2,172
273.71,0.02,14.74,43.63,5.25,11.86,13.38,0.56,2020-12-04 05:00:00,41.8798,-87.6285,2,173
273.71,0.02,14.91,41.84,5.42,11.97,13.51,0.63,2020-12-04 06:00:00,41.8798,-87.6285,2,174
280.38,0.04,16.28,39.34,6.02,12.33,14.02,0.9,2020-12-04 07:00:00,41.8798,-87.6285,2,175
310.42,0.14,22.96,32.19,6.8,14.09,16.52,1.38,2020-12-04 08:00:00,41.8798,-87.6285,2,176
343.8,0.8,29.47,25.03,7.63,15.63,18.85,1.68,2020-12-04 09:00:00,41.8798,-87.6285,2,177
357.15,4.92,26.73,27.54,8.35,15.99,19.52,1.88,2020-12-04 10:00:00,41.8798,-87.6285,2,178
347.14,7.82,21.08,33.98,8.7,15.34,18.79,1.96,2020-12-04 11:00:00,41.8798,-87.6285,2,179
340.46,9.05,19.19,37.19,9.42,15.01,18.35,2.12,2020-12-04 12:00:00,41.8798,-87.6285,2,180
337.12,9.39,19.02,39.34,9.78,14.83,18.02,2.28,2020-12-04 13:00:00,41.8798,-87.6285,2,181
330.45,8.38,19.19,42.56,9.18,14.21,17.06,2.34,2020-12-04 14:00:00,41.8798,-87.6285,2,182
337.12,7.94,22.62,42.92,9.66,14.1,16.94,2.6,2020-12-04 15:00:00,41.8798,-87.6285,2,183
353.81,6.59,30.16,37.55,10.85,14.29,17.39,2.98,2020-12-04 16:00:00,41.8798,-87.6285,2,184
380.52,3.16,41.47,25.75,10.85,14.83,18.55,3.42,2020-12-04 17:00:00,41.8798,-87.6285,2,185
383.85,0.73,43.87,16.63,10.01,14.37,18.45,3.2,2020-12-04 18:00:00,41.8798,-87.6285,2,186
347.14,0.44,35.64,22.35,6.97,12.1,15.85,2.12,2020-12-04 19:00:00,41.8798,-87.6285,2,187
307.08,0.11,25.02,35.76,3.82,9.3,12.42,1.35,2020-12-04 20:00:00,41.8798,-87.6285,1,188
297.07,0.06,21.76,42.2,2.65,7.27,10.28,1.28,2020-12-04 21:00:00,41.8798,-87.6285,1,189
290.39,0.03,19.88,47.92,2.24,5.53,8.42,1.25,2020-12-04 22:00:00,41.8798,-87.6285,1,190
283.72,0.02,18.68,51.5,2.03,4.16,6.93,1.19,2020-12-04 23:00:00,41.8798,-87.6285,1,191
263.69,0.01,14.74,57.22,1.82,2.56,4.68,0.95,2020-12-05 00:00:00,41.8798,-87.6285,1,192
233.65,0.0,9.08,62.94,1.73,1.19,2.35,0.55,2020-12-05 01:00:00,41.8798,-87.6285,1,193
223.64,0.0,6.26,67.23,1.68,0.72,1.44,0.36,2020-12-05 02:00:00,41.8798,-87.6285,1,194
216.96,0.0,5.44,69.38,1.73,0.59,1.2,0.31,2020-12-05 03:00:00,41.8798,-87.6285,1,195
216.96,0.0,5.18,71.53,1.97,0.51,1.07,0.29,2020-12-05 04:00:00,41.8798,-87.6285,1,196
216.96,0.0,5.83,71.53,2.0,0.61,1.25,0.33,2020-12-05 05:00:00,41.8798,-87.6285,1,197
226.97,0.0,7.63,69.38,2.06,0.92,1.79,0.43,2020-12-05 06:00:00,41.8798,-87.6285,1,198
243.66,0.0,10.8,65.8,2.44,1.56,2.83,0.63,2020-12-05 07:00:00,41.8798,-87.6285,1,199
283.72,0.01,19.19,57.94,2.77,3.24,5.57,1.12,2020-12-05 08:00:00,41.8798,-87.6285,1,200
320.44,0.12,27.42,52.21,3.19,4.58,7.67,1.55,2020-12-05 09:00:00,41.8798,-87.6285,1,201
330.45,1.24,28.45,53.64,3.99,4.82,8.02,1.63,2020-12-05 10:00:00,41.8798,-87.6285,1,202
270.37,1.26,16.28,72.24,4.95,2.37,4.29,1.0,2020-12-05 11:00:00,41.8798,-87.6285,1,203
243.66,1.02,11.31,80.11,4.71,1.38,2.84,0.76,2020-12-05 12:00:00,41.8798,-87.6285,2,204
230.31,0.83,9.25,81.54,4.35,0.99,2.23,0.62,2020-12-05 13:00:00,41.8798,-87.6285,2,205
230.31,0.99,9.51,80.82,4.71,1.03,2.27,0.63,2020-12-05 14:00:00,41.8798,-87.6285,2,206
230.31,0.96,10.63,78.68,5.13,1.18,2.56,0.67,2020-12-05 15:00:00,41.8798,-87.6285,1,207
230.31,0.59,11.31,77.25,5.19,1.14,2.58,0.67,2020-12-05 16:00:00,41.8798,-87.6285,1,208
257.02,0.24,17.82,68.67,3.87,2.07,4.26,1.01,2020-12-05 17:00:00,41.8798,-87.6285,1,209
283.72,0.01,23.99,59.37,2.56,3.0,5.85,1.31,2020-12-05 18:00:00,41.8798,-87.6285,1,210
300.41,0.02,27.08,54.36,2.09,3.65,6.91,1.44,2020-12-05 19:00:00,41.8798,-87.6285,1,211
323.77,0.04,31.19,48.64,1.79,5.09,9.45,1.73,2020-12-05 20:00:00,41.8798,-87.6285,1,212
373.84,0.18,41.13,35.76,1.91,7.94,14.22,2.41,2020-12-05 21:00:00,41.8798,-87.6285,2,213
413.9,0.53,50.04,24.32,2.24,10.59,18.46,3.14,2020-12-05 22:00:00,41.8798,-87.6285,2,214
453.95,1.7,58.95,13.23,2.53,13.41,22.81,4.02,2020-12-05 23:00:00,41.8798,-87.6285,2,215
480.65,3.21,63.06,6.88,2.86,14.9,24.78,4.37,2020-12-06 00:00:00,41.8798,-87.6285,2,216
473.98,2.29,61.01,7.24,3.37,13.76,22.49,3.8,2020-12-06 01:00:00,41.8798,-87.6285,2,217
494.0,3.33,61.69,4.96,3.93,14.15,22.33,3.23,2020-12-06 02:00:00,41.8798,-87.6285,2,218
467.3,1.9,56.21,8.76,3.7,12.74,19.68,2.22,2020-12-06 03:00:00,41.8798,-87.6285,2,219
393.87,0.25,42.16,25.03,2.98,9.12,14.13,1.36,2020-12-06 04:00:00,41.8798,-87.6285,2,220
330.45,0.03,29.13,43.63,2.5,6.23,9.69,0.91,2020-12-06 05:00:00,41.8798,-87.6285,1,221
310.42,0.01,25.02,50.07,2.53,5.27,8.2,0.81,2020-12-06 06:00:00,41.8798,-87.6285,1,222
313.76,0.01,25.71,49.35,2.98,5.37,8.39,0.89,2020-12-06 07:00:00,41.8798,-87.6285,1,223
273.71,0.01,19.88,57.94,6.02,3.6,5.62,0.71,2020-12-06 08:00:00,41.8798,-87.6285,1,224
303.75,0.06,30.16,44.35,10.01,5.29,7.92,0.94,2020-12-06 09:00:00,41.8798,-87.6285,1,225
350.48,0.72,45.93,25.03,15.74,7.93,11.44,1.22,2020-12-06 10:00:00,41.8798,-87.6285,2,226
393.87,3.16,58.95,12.7,21.46,10.13,14.66,1.33,2020-12-06 11:00:00,41.8798,-87.6285,2,227
390.53,4.19,56.89,15.02,24.32,9.63,13.98,1.06,2020-12-06 12:00:00,41.8798,-87.6285,2,228
357.15,3.38,45.93,23.25,23.37,7.76,11.2,0.82,2020-12-06 13:00:00,41.8798,-87.6285,2,229
333.79,2.93,40.1,29.33,21.94,6.86,9.82,0.8,2020-12-06 14:00:00,41.8798,-87.6285,2,230
323.77,2.26,38.04,31.11,20.5,6.45,9.33,0.86,2020-12-06 15:00:00,41.8798,-87.6285,1,231
