co,no,no2,o3,so2,pm2_5,pm10,nh3,datetime,lat,lon,aqi,id
226.97,0.91,4.84,97.28,4.11,5.34,6.6,0.99,2021-05-02 15:00:00,41.8798,-87.6285,2,3734
226.97,0.91,5.06,88.69,3.61,4.06,5.26,0.81,2021-05-02 16:00:00,41.8798,-87.6285,2,3735
223.64,0.91,5.48,82.25,3.37,3.29,4.46,0.72,2021-05-02 17:00:00,41.8798,-87.6285,2,3736
226.97,0.89,7.11,75.1,3.49,2.7,3.8,0.74,2021-05-02 18:00:00,41.8798,-87.6285,1,3737
233.65,0.62,9.68,67.95,3.93,2.48,3.52,0.84,2021-05-02 19:00:00,41.8798,-87.6285,1,3738
236.99,0.12,10.45,69.38,3.93,3.13,4.23,0.97,2021-05-02 20:00:00,41.8798,-87.6285,1,3739
236.99,0.0,9.17,77.96,3.49,4.76,6.07,1.17,2021-05-02 21:00:00,41.8798,-87.6285,1,3740
233.65,0.0,7.28,80.11,2.35,4.84,6.23,1.33,2021-05-02 22:00:00,41.8798,-87.6285,2,3741
230.31,0.0,6.08,72.96,1.59,4.13,5.45,1.31,2021-05-02 23:00:00,41.8798,-87.6285,1,3742
223.64,0.0,5.36,70.81,1.65,4.75,5.83,1.06,2021-05-03 00:00:00,41.8798,-87.6285,1,3743
220.3,0.0,4.8,72.24,1.79,6.14,6.93,0.69,2021-05-03 01:00:00,41.8798,-87.6285,1,3744
216.96,0.0,5.18,71.53,1.88,6.88,7.56,0.46,2021-05-03 02:00:00,41.8798,-87.6285,1,3745
216.96,0.0,5.31,70.81,1.91,6.67,7.24,0.34,2021-05-03 03:00:00,41.8798,-87.6285,1,3746
220.3,0.0,6.08,68.67,2.3,6.5,7.03,0.29,2021-05-03 04:00:00,41.8798,-87.6285,1,3747
220.3,0.0,7.11,65.09,2.74,6.38,6.93,0.28,2021-05-03 05:00:00,41.8798,-87.6285,1,3748
223.64,0.0,8.48,60.8,3.25,6.22,6.86,0.31,2021-05-03 06:00:00,41.8798,-87.6285,1,3749
233.65,0.0,10.45,55.79,3.76,6.14,6.91,0.37,2021-05-03 07:00:00,41.8798,-87.6285,1,3750
253.68,0.04,15.59,47.21,4.23,6.45,7.65,0.58,2021-05-03 08:00:00,41.8798,-87.6285,1,3751
287.06,0.47,22.96,37.19,4.83,6.87,8.62,0.87,2021-05-03 09:00:00,41.8798,-87.6285,1,3752
310.42,1.69,26.39,32.9,6.08,7.08,9.24,1.08,2021-05-03 10:00:00,41.8798,-87.6285,1,3753
313.76,2.74,26.39,35.41,7.99,6.9,9.27,1.17,2021-05-03 11:00:00,41.8798,-87.6285,1,3754
287.06,2.07,21.94,45.78,9.42,5.58,7.73,0.98,2021-05-03 12:00:00,41.8798,-87.6285,1,3755
270.37,1.54,17.99,55.08,9.54,4.81,6.7,0.8,2021-05-03 13:00:00,41.8798,-87.6285,1,3756
260.35,1.17,15.08,62.94,9.3,4.7,6.28,0.66,2021-05-03 14:00:00,41.8798,-87.6285,1,3757
250.34,1.31,10.54,72.24,7.75,4.12,5.28,0.53,2021-05-03 15:00:00,41.8798,-87.6285,1,3758
243.66,0.99,9.08,72.96,6.5,3.36,4.34,0.52,2021-05-03 16:00:00,41.8798,-87.6285,1,3759
240.33,0.83,8.74,70.1,5.78,2.64,3.54,0.55,2021-05-03 17:00:00,41.8798,-87.6285,1,3760
250.34,0.36,13.88,58.65,6.14,2.21,3.29,0.82,2021-05-03 18:00:00,41.8798,-87.6285,1,3761
270.37,0.28,19.88,47.21,7.03,2.12,3.48,1.08,2021-05-03 19:00:00,41.8798,-87.6285,1,3762
283.72,0.11,22.62,42.2,7.57,2.34,3.91,1.2,2021-05-03 20:00:00,41.8798,-87.6285,1,3763
293.73,0.01,23.31,41.13,7.87,3.26,4.79,1.11,2021-05-03 21:00:00,41.8798,-87.6285,1,3764
300.41,0.01,23.65,38.62,8.46,4.6,6.08,0.86,2021-05-03 22:00:00,41.8798,-87.6285,1,3765
303.75,0.02,22.96,33.98,8.23,5.46,6.89,0.64,2021-05-03 23:00:00,41.8798,-87.6285,1,3766
303.75,0.04,22.28,27.18,6.08,5.23,6.79,0.64,2021-05-04 00:00:00,41.8798,-87.6285,1,3767
307.08,0.09,23.65,20.39,5.07,4.46,6.1,0.77,2021-05-04 01:00:00,41.8798,-87.6285,1,3768
317.1,0.11,26.05,17.88,5.42,4.59,6.21,0.83,2021-05-04 02:00:00,41.8798,-87.6285,1,3769
307.08,0.09,22.96,18.6,4.53,4.83,6.15,0.63,2021-05-04 03:00:00,41.8798,-87.6285,1,3770
300.41,0.05,20.91,22.89,4.35,4.64,5.84,0.57,2021-05-04 04:00:00,41.8798,-87.6285,1,3771
287.06,0.03,19.54,28.61,4.59,3.7,4.93,0.6,2021-05-04 05:00:00,41.8798,-87.6285,1,3772
273.71,0.02,18.34,32.54,4.95,2.95,4.17,0.66,2021-05-04 06:00:00,41.8798,-87.6285,1,3773
270.37,0.02,18.51,33.98,5.48,2.73,4.03,0.74,2021-05-04 07:00:00,41.8798,-87.6285,1,3774
280.38,0.2,21.94,31.47,6.26,2.98,4.59,0.98,2021-05-04 08:00:00,41.8798,-87.6285,1,3775
290.39,0.63,23.31,30.4,6.56,3.27,4.99,1.12,2021-05-04 09:00:00,41.8798,-87.6285,1,3776
293.73,1.45,23.31,30.4,6.8,3.87,5.81,1.2,2021-05-04 10:00:00,41.8798,-87.6285,1,3777
290.39,2.07,22.62,34.33,7.45,4.63,6.71,1.24,2021-05-04 11:00:00,41.8798,-87.6285,1,3778
277.04,2.49,20.39,41.49,7.87,5.07,7.14,1.12,2021-05-04 12:00:00,41.8798,-87.6285,1,3779
253.68,1.98,15.59,50.07,7.03,5.28,7.17,0.78,2021-05-04 13:00:00,41.8798,-87.6285,1,3780
233.65,1.27,10.54,58.65,5.31,5.04,6.45,0.45,2021-05-04 14:00:00,41.8798,-87.6285,1,3781
230.31,1.58,7.2,65.8,3.99,4.31,5.51,0.38,2021-05-04 15:00:00,41.8798,-87.6285,1,3782
226.97,1.31,6.51,67.23,3.07,3.55,4.64,0.38,2021-05-04 16:00:00,41.8798,-87.6285,1,3783
223.64,1.1,6.34,67.23,2.56,3.14,4.19,0.37,2021-05-04 17:00:00,41.8798,-87.6285,1,3784
230.31,1.09,8.23,65.09,2.41,3.27,4.36,0.44,2021-05-04 18:00:00,41.8798,-87.6285,1,3785
240.33,0.84,12.17,59.37,2.5,3.7,4.96,0.55,2021-05-04 19:00:00,41.8798,-87.6285,1,3786
250.34,0.33,15.94,54.36,2.71,4.15,5.72,0.67,2021-05-04 20:00:00,41.8798,-87.6285,1,3787
253.68,0.03,16.79,52.93,2.74,4.46,6.22,0.7,2021-05-04 21:00:00,41.8798,-87.6285,1,3788
257.02,0.0,17.82,52.93,3.19,4.79,6.73,0.77,2021-05-04 22:00:00,41.8798,-87.6285,1,3789
267.03,0.0,19.88,51.5,3.87,5.06,7.3,0.94,2021-05-04 23:00:00,41.8798,-87.6285,1,3790
287.06,0.01,22.96,48.64,4.17,5.36,8.03,1.12,2021-05-05 00:00:00,41.8798,-87.6285,1,3791
293.73,0.01,23.65,44.7,3.55,5.53,8.61,1.0,2021-05-05 01:00:00,41.8798,-87.6285,1,3792
280.38,0.01,20.05,43.27,3.22,5.2,8.23,0.73,2021-05-05 02:00:00,41.8798,-87.6285,1,3793
273.71,0.01,18.51,40.41,3.13,5.0,7.73,0.58,2021-05-05 03:00:00,41.8798,-87.6285,1,3794
257.02,0.01,14.74,40.77,2.59,4.28,6.23,0.4,2021-05-05 04:00:00,41.8798,-87.6285,1,3795
233.65,0.0,9.43,46.49,2.27,2.93,3.95,0.28,2021-05-05 05:00:00,41.8798,-87.6285,1,3796
223.64,0.0,7.37,52.93,2.5,1.84,2.53,0.28,2021-05-05 06:00:00,41.8798,-87.6285,1,3797
230.31,0.0,9.68,52.21,3.67,1.64,2.53,0.47,2021-05-05 07:00:00,41.8798,-87.6285,1,3798
257.02,0.76,15.59,45.78,6.68,2.13,3.61,0.95,2021-05-05 08:00:00,41.8798,-87.6285,1,3799
270.37,4.14,17.65,45.06,9.66,2.52,4.26,1.27,2021-05-05 09:00:00,41.8798,-87.6285,1,3800
270.37,6.31,15.94,50.07,10.13,2.9,4.63,1.3,2021-05-05 10:00:00,41.8798,-87.6285,1,3801
257.02,5.48,12.34,60.08,8.94,2.68,4.26,1.09,2021-05-05 11:00:00,41.8798,-87.6285,1,3802
240.33,3.91,9.17,71.53,7.87,2.62,4.06,0.82,2021-05-05 12:00:00,41.8798,-87.6285,1,3803
230.31,2.88,7.11,81.54,6.74,2.69,4.18,0.62,2021-05-05 13:00:00,41.8798,-87.6285,2,3804
220.3,1.79,4.76,88.69,4.53,2.15,3.33,0.41,2021-05-05 14:00:00,41.8798,-87.6285,2,3805
220.3,1.68,4.54,89.41,3.31,1.72,2.73,0.4,2021-05-05 15:00:00,41.8798,-87.6285,2,3806
220.3,1.69,4.63,86.55,2.74,1.48,2.44,0.39,2021-05-05 16:00:00,41.8798,-87.6285,2,3807
220.3,1.57,4.54,83.69,2.38,1.42,2.39,0.34,2021-05-05 17:00:00,41.8798,-87.6285,2,3808
223.64,1.69,5.83,81.54,2.3,1.54,2.65,0.37,2021-05-05 18:00:00,41.8798,-87.6285,2,3809
230.31,1.47,8.23,78.68,2.38,1.74,3.04,0.46,2021-05-05 19:00:00,41.8798,-87.6285,1,3810
233.65,0.57,10.45,73.67,2.44,1.86,3.42,0.53,2021-05-05 20:00:00,41.8798,-87.6285,1,3811
230.31,0.03,10.8,70.1,2.3,1.87,3.65,0.54,2021-05-05 21:00:00,41.8798,-87.6285,1,3812
233.65,0.0,11.48,66.52,2.38,1.83,3.82,0.59,2021-05-05 22:00:00,41.8798,-87.6285,1,3813
240.33,0.0,13.02,59.37,3.19,1.86,4.05,0.71,2021-05-05 23:00:00,41.8798,-87.6285,1,3814
250.34,0.01,15.59,50.07,4.65,1.99,4.24,0.74,2021-05-06 00:00:00,41.8798,-87.6285,1,3815
257.02,0.01,20.56,41.49,5.13,2.18,4.17,0.71,2021-05-06 01:00:00,41.8798,-87.6285,1,3816
263.69,0.02,26.73,33.62,5.01,2.45,4.26,0.81,2021-05-06 02:00:00,41.8798,-87.6285,1,3817
290.39,0.03,34.27,25.75,5.96,2.67,4.46,0.99,2021-05-06 03:00:00,41.8798,-87.6285,1,3818
323.77,0.04,38.73,23.25,8.35,2.69,4.43,1.06,2021-05-06 04:00:00,41.8798,-87.6285,1,3819
333.79,0.03,36.67,26.46,11.56,2.72,4.43,1.06,2021-05-06 05:00:00,41.8798,-87.6285,1,3820
320.44,0.02,31.87,31.11,13.83,2.9,4.56,1.05,2021-05-06 06:00:00,41.8798,-87.6285,1,3821
300.41,0.02,27.76,32.54,11.44,2.87,4.67,1.24,2021-05-06 07:00:00,41.8798,-87.6285,1,3822
297.07,0.19,26.73,30.76,7.87,2.73,4.98,1.69,2021-05-06 08:00:00,41.8798,-87.6285,1,3823
307.08,0.94,29.47,29.33,6.08,2.62,5.05,2.0,2021-05-06 09:00:00,41.8798,-87.6285,1,3824
323.77,2.24,32.22,27.9,6.74,2.72,5.08,1.95,2021-05-06 10:00:00,41.8798,-87.6285,1,3825
330.45,3.55,32.9,27.9,9.06,2.95,5.21,1.68,2021-05-06 11:00:00,41.8798,-87.6285,1,3826
343.8,5.36,34.96,28.61,12.04,3.29,5.44,1.39,2021-05-06 12:00:00,41.8798,-87.6285,1,3827
360.49,8.16,37.7,29.33,14.78,4.11,6.34,1.24,2021-05-06 13:00:00,41.8798,-87.6285,1,3828
363.83,9.84,38.39,32.9,16.93,5.32,7.69,1.01,2021-05-06 14:00:00,41.8798,-87.6285,1,3829
357.15,10.17,35.99,43.99,18.12,8.2,10.43,0.78,2021-05-06 15:00:00,41.8798,-87.6285,1,3830
353.81,9.95,32.22,58.65,16.21,12.01,13.99,0.38,2021-05-06 16:00:00,41.8798,-87.6285,2,3831
290.39,4.81,18.34,83.69,12.52,11.06,12.46,0.21,2021-05-06 17:00:00,41.8798,-87.6285,2,3832
260.35,2.93,13.37,94.41,9.3,10.22,11.7,0.25,2021-05-06 18:00:00,41.8798,-87.6285,2,3833
263.69,2.71,15.59,90.12,7.39,9.31,11.02,0.38,2021-05-06 19:00:00,41.8798,-87.6285,2,3834
270.37,1.73,19.71,80.82,6.5,8.3,10.27,0.53,2021-05-06 20:00:00,41.8798,-87.6285,2,3835
310.42,0.33,32.9,58.65,4.89,9.72,13.0,0.88,2021-05-06 21:00:00,41.8798,-87.6285,1,3836
357.15,0.11,44.55,32.9,3.82,11.55,16.31,1.14,2021-05-06 22:00:00,41.8798,-87.6285,2,3837
407.22,1.41,52.09,11.62,3.79,13.46,19.46,1.25,2021-05-06 23:00:00,41.8798,-87.6285,2,3838
447.27,4.53,54.15,2.57,4.89,14.74,21.26,1.03,2021-05-07 00:00:00,41.8798,-87.6285,2,3839
460.63,3.58,60.32,2.5,6.14,15.84,21.83,0.69,2021-05-07 01:00:00,41.8798,-87.6285,2,3840
447.27,0.69,59.63,11.8,7.21,15.39,20.32,0.5,2021-05-07 02:00:00,41.8798,-87.6285,2,3841
373.84,0.03,40.78,31.11,5.54,11.39,14.94,0.5,2021-05-07 03:00:00,41.8798,-87.6285,2,3842
313.76,0.01,27.42,40.05,3.58,8.03,10.67,0.52,2021-05-07 04:00:00,41.8798,-87.6285,1,3843
293.73,0.01,22.96,41.84,3.52,7.48,9.78,0.52,2021-05-07 05:00:00,41.8798,-87.6285,1,3844
297.07,0.01,22.96,40.41,4.65,8.95,11.03,0.64,2021-05-07 06:00:00,41.8798,-87.6285,1,3845
300.41,0.03,25.02,35.05,5.19,7.01,8.98,1.09,2021-05-07 07:00:00,41.8798,-87.6285,1,3846
320.44,1.15,29.82,25.39,5.66,5.17,7.43,2.15,2021-05-07 08:00:00,41.8798,-87.6285,1,3847
330.45,4.36,28.45,34.69,6.38,4.19,6.46,2.72,2021-05-07 09:00:00,41.8798,-87.6285,1,3848
337.12,7.04,27.76,47.21,7.27,3.94,6.16,2.88,2021-05-07 10:00:00,41.8798,-87.6285,1,3849
333.79,8.16,26.39,57.94,8.46,4.29,6.46,2.85,2021-05-07 11:00:00,41.8798,-87.6285,1,3850
277.04,4.3,16.79,78.68,6.97,3.39,4.69,1.85,2021-05-07 12:00:00,41.8798,-87.6285,1,3851
270.37,3.58,14.57,87.98,7.21,4.75,6.09,1.5,2021-05-07 13:00:00,41.8798,-87.6285,2,3852
260.35,2.93,11.82,90.84,6.68,8.3,9.86,1.14,2021-05-07 14:00:00,41.8798,-87.6285,2,3853
253.68,1.93,8.82,95.84,5.66,11.32,12.82,0.74,2021-05-07 15:00:00,41.8798,-87.6285,2,3854
236.99,1.05,6.0,100.14,3.82,7.06,8.27,0.6,2021-05-07 16:00:00,41.8798,-87.6285,2,3855
220.3,0.61,4.54,95.84,2.89,3.51,4.36,0.47,2021-05-07 17:00:00,41.8798,-87.6285,2,3856
223.64,0.69,5.4,92.98,3.01,3.0,3.75,0.4,2021-05-07 18:00:00,41.8798,-87.6285,2,3857
226.97,0.91,7.8,85.12,2.83,2.51,3.36,0.46,2021-05-07 19:00:00,41.8798,-87.6285,2,3858
233.65,0.71,10.45,75.1,2.74,2.11,3.18,0.56,2021-05-07 20:00:00,41.8798,-87.6285,1,3859
233.65,0.11,11.48,69.38,2.56,1.89,3.12,0.58,2021-05-07 21:00:00,41.8798,-87.6285,1,3860
233.65,0.0,11.65,66.52,2.5,1.69,3.01,0.57,2021-05-07 22:00:00,41.8798,-87.6285,1,3861
236.99,0.0,12.51,65.09,2.56,1.56,2.98,0.59,2021-05-07 23:00:00,41.8798,-87.6285,1,3862
240.33,0.0,12.34,64.37,2.41,1.43,2.81,0.54,2021-05-08 00:00:00,41.8798,-87.6285,1,3863
233.65,0.0,10.28,66.52,2.15,1.25,2.31,0.39,2021-05-08 01:00:00,41.8798,-87.6285,1,3864
223.64,0.0,7.54,70.1,1.91,1.19,1.93,0.25,2021-05-08 02:00:00,41.8798,-87.6285,1,3865
223.64,0.0,7.88,68.67,1.79,1.35,2.11,0.26,2021-05-08 03:00:00,41.8798,-87.6285,1,3866
230.31,0.0,9.51,63.66,2.0,1.53,2.52,0.38,2021-05-08 04:00:00,41.8798,-87.6285,1,3867
236.99,0.0,11.48,60.08,2.53,1.68,2.93,0.55,2021-05-08 05:00:00,41.8798,-87.6285,1,3868
243.66,0.0,13.88,57.22,3.22,1.81,3.3,0.75,2021-05-08 06:00:00,41.8798,-87.6285,1,3869
253.68,0.01,16.97,51.5,3.43,1.97,3.71,0.86,2021-05-08 07:00:00,41.8798,-87.6285,1,3870
290.39,0.91,23.65,43.99,3.58,2.53,4.91,1.14,2021-05-08 08:00:00,41.8798,-87.6285,1,3871
243.66,1.58,13.2,60.8,5.13,1.36,2.64,0.73,2021-05-08 09:00:00,41.8798,-87.6285,1,3872
240.33,2.4,11.48,64.37,5.9,1.24,2.46,0.73,2021-05-08 10:00:00,41.8798,-87.6285,1,3873
240.33,3.05,11.14,66.52,7.39,1.42,2.74,0.77,2021-05-08 11:00:00,41.8798,-87.6285,1,3874
233.65,2.77,9.08,72.96,7.21,1.58,2.81,0.66,2021-05-08 12:00:00,41.8798,-87.6285,1,3875
220.3,1.77,5.74,80.82,5.19,1.52,2.54,0.41,2021-05-08 13:00:00,41.8798,-87.6285,2,3876
210.29,1.02,3.3,86.55,3.25,1.29,2.09,0.21,2021-05-08 14:00:00,41.8798,-87.6285,2,3877
206.95,0.85,2.42,88.69,2.41,1.09,1.79,0.15,2021-05-08 15:00:00,41.8798,-87.6285,2,3878
206.95,0.75,2.29,87.26,2.03,0.91,1.59,0.14,2021-05-08 16:00:00,41.8798,-87.6285,2,3879
205.28,0.64,2.27,84.4,1.67,0.76,1.43,0.14,2021-05-08 17:00:00,41.8798,-87.6285,2,3880
208.62,0.43,3.43,79.39,1.4,0.62,1.36,0.17,2021-05-08 18:00:00,41.8798,-87.6285,1,3881
211.95,0.28,4.63,75.82,1.36,0.62,1.43,0.22,2021-05-08 19:00:00,41.8798,-87.6285,1,3882
213.62,0.08,5.4,72.96,1.39,0.68,1.58,0.25,2021-05-08 20:00:00,41.8798,-87.6285,1,3883
213.62,0.01,5.48,70.1,1.43,0.73,1.55,0.26,2021-05-08 21:00:00,41.8798,-87.6285,1,3884
220.3,0.0,6.68,67.95,1.71,0.81,1.65,0.33,2021-05-08 22:00:00,41.8798,-87.6285,1,3885
230.31,0.0,9.25,65.09,2.5,0.96,1.99,0.46,2021-05-08 23:00:00,41.8798,-87.6285,1,3886
236.99,0.0,11.82,62.94,4.05,1.15,2.27,0.5,2021-05-09 00:00:00,41.8798,-87.6285,1,3887
233.65,0.0,11.48,67.95,5.07,1.31,2.18,0.36,2021-05-09 01:00:00,41.8798,-87.6285,1,3888
226.97,0.0,10.54,77.96,5.01,1.84,2.5,0.27,2021-05-09 02:00:00,41.8798,-87.6285,1,3889
223.64,0.0,8.74,89.41,4.35,2.45,2.94,0.2,2021-05-09 03:00:00,41.8798,-87.6285,2,3890
213.62,0.0,6.6,97.28,3.64,2.22,2.55,0.11,2021-05-09 04:00:00,41.8798,-87.6285,2,3891
206.95,0.0,4.97,101.57,2.95,1.49,1.73,0.07,2021-05-09 05:00:00,41.8798,-87.6285,2,3892
203.61,0.0,3.26,105.86,2.06,0.9,1.09,0.06,2021-05-09 06:00:00,41.8798,-87.6285,2,3893
203.61,0.0,2.72,110.15,1.43,0.6,0.79,0.06,2021-05-09 07:00:00,41.8798,-87.6285,2,3894
205.28,0.01,3.17,108.72,1.22,0.56,0.8,0.09,2021-05-09 08:00:00,41.8798,-87.6285,2,3895
206.95,0.06,3.51,98.71,1.12,0.62,0.89,0.1,2021-05-09 09:00:00,41.8798,-87.6285,2,3896
208.62,0.17,3.34,92.98,1.04,0.73,1.0,0.1,2021-05-09 10:00:00,41.8798,-87.6285,2,3897
208.62,0.3,2.91,94.41,0.95,0.72,1.0,0.09,2021-05-09 11:00:00,41.8798,-87.6285,2,3898
208.62,0.4,2.49,94.41,0.98,0.72,1.02,0.09,2021-05-09 12:00:00,41.8798,-87.6285,2,3899
208.62,0.43,2.36,90.12,1.13,0.87,1.19,0.11,2021-05-09 13:00:00,41.8798,-87.6285,2,3900
210.29,0.49,2.29,85.83,1.34,1.1,1.41,0.14,2021-05-09 14:00:00,41.8798,-87.6285,2,3901
213.62,0.78,2.68,85.83,1.76,1.54,1.94,0.21,2021-05-09 15:00:00,41.8798,-87.6285,2,3902
220.3,0.99,3.68,84.4,2.3,2.97,3.59,0.23,2021-05-09 16:00:00,41.8798,-87.6285,2,3903
223.64,0.91,4.5,86.55,3.04,4.49,5.19,0.2,2021-05-09 17:00:00,41.8798,-87.6285,2,3904
226.97,1.3,6.0,90.12,3.31,4.56,5.32,0.28,2021-05-09 18:00:00,41.8798,-87.6285,2,3905
236.99,1.45,9.17,84.4,2.83,4.09,4.98,0.4,2021-05-09 19:00:00,41.8798,-87.6285,2,3906
243.66,1.16,12.34,77.25,2.74,3.89,5.09,0.58,2021-05-09 20:00:00,41.8798,-87.6285,1,3907
253.68,0.23,16.11,67.95,2.38,3.55,5.22,0.77,2021-05-09 21:00:00,41.8798,-87.6285,1,3908
267.03,0.0,19.19,60.08,2.18,3.68,5.91,0.94,2021-05-09 22:00:00,41.8798,-87.6285,1,3909
283.72,0.01,22.28,55.79,2.3,3.93,6.57,1.09,2021-05-09 23:00:00,41.8798,-87.6285,1,3910
307.08,0.02,27.76,47.21,2.27,4.18,7.41,1.24,2021-05-10 00:00:00,41.8798,-87.6285,1,3911
303.75,0.02,28.45,43.27,2.15,3.8,6.89,1.05,2021-05-10 01:00:00,41.8798,-87.6285,1,3912
287.06,0.01,25.36,44.7,2.44,3.24,5.95,0.93,2021-05-10 02:00:00,41.8798,-87.6285,1,3913
287.06,0.01,25.36,42.92,3.04,3.28,6.03,0.96,2021-05-10 03:00:00,41.8798,-87.6285,1,3914
300.41,0.02,27.08,38.62,3.49,3.69,6.49,0.9,2021-05-10 04:00:00,41.8798,-87.6285,1,3915
307.08,0.03,28.79,36.12,3.93,3.96,6.66,0.8,2021-05-10 05:00:00,41.8798,-87.6285,1,3916
300.41,0.03,29.13,36.12,4.53,3.82,6.28,0.76,2021-05-10 06:00:00,41.8798,-87.6285,1,3917
297.07,0.03,29.47,35.76,4.83,3.65,6.17,0.83,2021-05-10 07:00:00,41.8798,-87.6285,1,3918
303.75,1.52,29.47,36.12,4.71,3.65,6.53,1.08,2021-05-10 08:00:00,41.8798,-87.6285,1,3919
260.35,3.07,16.45,52.93,5.42,2.45,4.58,0.9,2021-05-10 09:00:00,41.8798,-87.6285,1,3920
247.0,3.63,12.17,60.08,5.01,2.29,4.24,0.89,2021-05-10 10:00:00,41.8798,-87.6285,1,3921
240.33,3.69,9.94,64.37,5.07,2.3,4.14,0.88,2021-05-10 11:00:00,41.8798,-87.6285,1,3922
226.97,2.93,8.05,69.38,5.31,2.21,3.73,0.71,2021-05-10 12:00:00,41.8798,-87.6285,1,3923
220.3,2.24,6.34,72.24,4.77,1.91,3.11,0.53,2021-05-10 13:00:00,41.8798,-87.6285,1,3924
213.62,1.76,5.27,75.82,4.05,1.46,2.38,0.39,2021-05-10 14:00:00,41.8798,-87.6285,1,3925
213.62,1.65,5.01,78.68,3.64,1.18,1.99,0.36,2021-05-10 15:00:00,41.8798,-87.6285,1,3926
213.62,1.45,4.54,80.11,3.1,1.03,1.78,0.34,2021-05-10 16:00:00,41.8798,-87.6285,2,3927
211.95,1.27,4.2,80.11,2.71,1.02,1.7,0.29,2021-05-10 17:00:00,41.8798,-87.6285,2,3928
216.96,1.55,5.44,76.53,2.74,1.13,1.88,0.34,2021-05-10 18:00:00,41.8798,-87.6285,1,3929
220.3,1.57,7.03,71.53,2.77,1.29,2.12,0.38,2021-05-10 19:00:00,41.8798,-87.6285,1,3930
223.64,1.01,8.65,66.52,2.74,1.35,2.34,0.43,2021-05-10 20:00:00,41.8798,-87.6285,1,3931
236.99,0.18,12.17,59.37,2.35,1.54,2.96,0.55,2021-05-10 21:00:00,41.8798,-87.6285,1,3932
250.34,0.01,15.59,51.5,2.27,1.76,3.67,0.74,2021-05-10 22:00:00,41.8798,-87.6285,1,3933
263.69,0.03,19.02,43.63,2.38,1.97,4.36,0.93,2021-05-10 23:00:00,41.8798,-87.6285,1,3934
273.71,0.07,22.28,35.76,2.47,2.15,4.83,1.05,2021-05-11 00:00:00,41.8798,-87.6285,1,3935
270.37,0.07,21.94,32.19,2.59,1.98,4.35,0.91,2021-05-11 01:00:00,41.8798,-87.6285,1,3936
260.35,0.06,20.56,31.11,2.98,1.87,4.01,0.88,2021-05-11 02:00:00,41.8798,-87.6285,1,3937
263.69,0.07,21.94,28.61,3.76,2.08,4.38,1.03,2021-05-11 03:00:00,41.8798,-87.6285,1,3938
263.69,0.08,22.28,27.54,4.17,2.18,4.56,1.03,2021-05-11 04:00:00,41.8798,-87.6285,1,3939
257.02,0.07,20.39,28.61,4.05,2.07,4.34,0.91,2021-05-11 05:00:00,41.8798,-87.6285,1,3940
253.68,0.06,18.68,30.4,3.7,1.95,4.03,0.8,2021-05-11 06:00:00,41.8798,-87.6285,1,3941
260.35,0.08,19.71,30.76,3.49,2.05,4.13,0.84,2021-05-11 07:00:00,41.8798,-87.6285,1,3942
300.41,2.43,25.02,26.82,3.7,2.75,5.56,1.31,2021-05-11 08:00:00,41.8798,-87.6285,1,3943
250.34,3.1,13.02,47.21,5.31,1.75,3.34,0.83,2021-05-11 09:00:00,41.8798,-87.6285,1,3944
243.66,3.91,9.85,52.93,5.48,1.79,3.4,0.78,2021-05-11 10:00:00,41.8798,-87.6285,1,3945
247.0,4.41,9.0,55.08,6.44,2.81,4.66,0.7,2021-05-11 11:00:00,41.8798,-87.6285,1,3946
243.66,4.08,8.14,61.51,7.45,4.24,6.01,0.45,2021-05-11 12:00:00,41.8798,-87.6285,1,3947
226.97,2.4,5.27,72.96,5.72,3.36,4.74,0.32,2021-05-11 13:00:00,41.8798,-87.6285,1,3948
216.96,1.34,3.21,80.82,3.64,2.24,3.09,0.23,2021-05-11 14:00:00,41.8798,-87.6285,2,3949
211.95,1.13,2.79,82.25,2.74,1.58,2.21,0.21,2021-05-11 15:00:00,41.8798,-87.6285,2,3950
208.62,1.06,2.72,81.54,2.44,1.34,1.92,0.21,2021-05-11 16:00:00,41.8798,-87.6285,2,3951
206.95,1.02,2.66,77.96,2.24,1.15,1.73,0.2,2021-05-11 17:00:00,41.8798,-87.6285,1,3952
208.62,1.23,3.6,75.1,2.33,1.18,1.83,0.25,2021-05-11 18:00:00,41.8798,-87.6285,1,3953
216.96,1.45,5.83,74.39,2.74,1.29,2.12,0.37,2021-05-11 19:00:00,41.8798,-87.6285,1,3954
223.64,1.09,9.17,71.53,3.28,1.29,2.4,0.52,2021-05-11 20:00:00,41.8798,-87.6285,1,3955
313.76,0.7,32.9,40.77,2.8,2.92,6.57,1.77,2021-05-11 21:00:00,41.8798,-87.6285,1,3956
390.53,1.59,50.72,12.7,2.83,4.64,10.64,2.85,2021-05-11 22:00:00,41.8798,-87.6285,2,3957
447.27,7.38,54.15,2.41,3.82,6.02,13.42,3.86,2021-05-11 23:00:00,41.8798,-87.6285,2,3958
487.33,14.98,51.41,0.38,5.01,6.8,14.55,4.56,2021-05-12 00:00:00,41.8798,-87.6285,2,3959
500.68,17.21,50.04,0.24,5.54,6.75,13.16,3.9,2021-05-12 01:00:00,41.8798,-87.6285,2,3960
527.38,18.55,52.09,0.18,5.54,7.61,12.92,2.95,2021-05-12 02:00:00,41.8798,-87.6285,2,3961
